Row,Area_Good_Normalized,Density_Good_Normalized,Purity_Good,Area_Best_Normalized,Density_Best_Normalized,Purity_Best
bagging,0.9738830329094038,1.023295688492528,0.9896755162241888,0.0,0.0,0.0
gradient_boosting,0.9977556775691104,0.9997940807618814,0.9911591355599214,0.21014105006802603,0.8556815372259886,0.6566757493188011
logistic_regression,0.8187298458412575,1.0801736508758835,0.8831024930747923,0.0,0.0,0.0
mlp,0.9906642776536215,1.0010159566682826,0.9822134387351779,0.0,0.0,0.0
random_forest,0.9841715715236,1.012100310138216,0.9955730447614363,0.30965855529837244,1.6661046757834972,0.03323836657169991
svc_linear,0.8686442355400934,1.0953786677873913,0.8403707518022657,0.0,0.0,0.0
svc_rbf,0.9629049198707647,1.0227503740547381,0.9716417910447761,0.0,0.0,0.0
instance_easiness,0.9843829830434766,1.0054124696027447,0.9831683168316832,0.0,0.0,0.0
